start_BusName,end_BusName,length_km,voltage,cost,rid,n_cells,cells_outside_region,orig_cost_sum,adj_cost_sum,pct_increase,frac_none,frac_low,frac_medium,frac_high,added_cost,added_cost_pipeline_basis,adj_cost_pipeline_basis
6BATTLFLD GA_361530,6LOOPERS FRM_360602,153.59968173353866,230,199340355.86463505,6BATTLFLD_GA_361530-6LOOPERS_FRM_360602,1496,0,353217416.5625,356976633.9375,1.0642785997317494,0.9585561497326203,0.024732620320855617,0.0,0.016711229946524065,3759217.375,2121536.748096424,201461892.6127315
6CONCORD TN_361509,6LOOPERS FRM_360602,72.58935059634514,230,88615737.60153496,6CONCORD_TN_361509-6LOOPERS_FRM_360602,675,0,151905293.078125,152541576.28125,0.41886835556004254,0.957037037037037,0.04296296296296296,0.0,0.0,636283.203125,371183.2828589518,88986920.88439392
6ALPHA GA_361502,6BATTLFLD GA_361530,146.51216223612363,230,200865249.65331694,6ALPHA_GA_361502-6BATTLFLD_GA_361530,1375,0,340248836.53125,340628705.765625,0.11164453587781953,0.9883636363636363,0.011636363636363636,0.0,0.0,379869.234375,224255.0757152692,201089504.72903222
6CENTER PNT_360533,6S HAVEN CC_360594,578.0851296001331,230,688095777.2618825,6CENTER_PNT_360533-6S_HAVEN_CC_360594,5749,0,1268396135.53125,1456768856.359375,14.851253133882159,0.35327883110106106,0.356757696990781,0.1647242998782397,0.12523917202991824,188372720.828125,102190845.68471614,790286622.9465986
6LOOPERS FRM_360602,6S HAVEN CC_360594,584.8362269979268,230,697131194.6441207,6LOOPERS_FRM_360602-6S_HAVEN_CC_360594,5812,0,1283633910.453125,1472006631.28125,14.674956722016574,0.36028905712319337,0.3528905712319339,0.16293874741913283,0.12388162422573985,188372720.828125,102303701.10970184,799434895.7538226
6COUNTY LINE_360013,6S HAVEN CC_360594,553.1156555839319,230,659632308.8546627,6COUNTY_LINE_360013-6S_HAVEN_CC_360594,5496,0,1213868536.15625,1400708041.515625,15.39207087045915,0.3356986899563319,0.3609898107714702,0.1723071324599709,0.13100436681222707,186839505.359375,101531072.46335568,761163381.3180183
6KENSNGTN GA_361503,6S HAVEN CC_360594,519.6195711844148,230,617148612.1762794,6KENSNGTN_GA_361503-6S_HAVEN_CC_360594,5164,0,1137241832.546875,1325292882.265625,16.53571336692796,0.28253292021688614,0.3946553059643687,0.18338497288923314,0.139426800929512,188051049.71875,102049925.55744344,719198537.7337229
6ALPHA GA_361502,6S HAVEN CC_360594,603.9067269851723,230,719437829.9263601,6ALPHA_GA_361502-6S_HAVEN_CC_360594,5992,0,1322866923.375,1511239644.203125,14.239733226342533,0.3795060080106809,0.3422897196261682,0.15804405874499333,0.12016021361815754,188372720.828125,102446027.71090159,821883857.6372617
6CLOUDLANDGA_361633,6S HAVEN CC_360594,499.69274652085073,230,592088864.3455495,6CLOUDLANDGA_361633-6S_HAVEN_CC_360594,4972,0,1093048722.984375,1279888228.34375,17.09342881342406,0.26568785197103784,0.3990345937248592,0.1904666130329847,0.14481094127111827,186839505.359375,101208288.53911746,693297152.8846669
6ROCK SPG GA_361500,6S HAVEN CC_360594,523.5087594936184,230,621530613.576247,6ROCK_SPG_GA_361500-6S_HAVEN_CC_360594,5201,0,1145081658.015625,1333132707.734375,16.42250126027116,0.2876369928859835,0.39184772159200154,0.18208036915977696,0.13843491636223804,188051049.71875,102070872.84753025,723601486.4237772
6BATTLFLD GA_361530,6S HAVEN CC_360594,511.78518159323966,230,610595521.7539045,6BATTLFLD_GA_361530-6S_HAVEN_CC_360594,5125,0,1133921566.96875,1345856176.0625,18.690411688729334,0.22302439024390244,0.38009756097560976,0.23804878048780487,0.15882926829268293,211934609.09375,114122816.76874962,724718338.522654
6CONCORD TN_361509,6S HAVEN CC_360594,583.1341750558381,230,694912894.3852396,6CONCORD_TN_361509-6S_HAVEN_CC_360594,5808,0,1282328875.921875,1469168381.28125,14.570326604012163,0.37138429752066116,0.3415977961432507,0.1630509641873278,0.12396694214876033,186839505.359375,101251078.3253235,796163972.7105631
6CENTER PNT_360533,7SHAWNEE FP_360002,570.4199086294299,345,1095355640.9955368,6CENTER_PNT_360533-7SHAWNEE_FP_360002,5185,0,1136016232.359375,1286182559.40625,13.21867793517324,0.5340405014464802,0.2081002892960463,0.07155255544840887,0.1863066538090646,150166327.046875,144791534.4279524,1240147175.423489
